geo_param_run,geo_param_vehicle_length,geo_param_vehicle_width,geo_param_vehicle_height,geo_param_front_overhang,geo_param_front_planview,geo_param_hood_angle,geo_param_approach_angle,geo_param_windscreen_angle,geo_param_greenhouse_tapering,geo_param_backlight_angle,geo_param_decklid_height,geo_param_rearend_tapering,geo_param_rear_overhang,geo_param_rear_diffusor_angle,geo_param_vehicle_ride_height,geo_param_vehicle_pitch,run_id,force_run,force_cd,force_cl,force_clf,force_clr,force_cs,force_constref_run,force_constref_cd,force_constref_cl,force_constref_clf,force_constref_clr,force_constref_cs,source_dataset,dataset_version,ingested_at,source_file_count,source_files_json,cd,cl,cs
207,-34.2374,-71.9047,-97.2864,-37.3041,26.0049,0.614512,-13.5266,-5.07799,-29.6013,27.5191,-16.7134,-25.0057,37.8758,44.6995,12.0198,0.512078,207,207.0,0.2736512,0.006464502,-0.05480658,0.06127109,0.02805915,207.0,0.2356931,0.005567813,-0.04653805,0.05210586,0.02416708,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2736512,0.006464502,0.02805915
208,165.763,28.0953,2.7136,87.6959,-48.9951,-49.3855,21.4734,144.922,70.3987,177.519,33.2866,54.9943,-87.1242,-5.30053,-37.9802,-0.487922,208,208.0,0.2644662,0.02171762,-0.1287539,0.1504715,0.02258288,208.0,0.2701943,0.022188,-0.1406919,0.1628799,0.023072,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2644662,0.02171762,0.02258288
209,203.263,-78.1547,71.4636,17.3834,40.0674,47.4895,10.5359,-89.453,89.1487,18.1441,-32.3384,9.99434,61.3133,-8.42553,46.3948,-0.0504223,209,209.0,0.2781862,-0.02629407,-0.06401219,0.03771811,0.02221331,209.0,0.2637,-0.02492484,-0.06328155,0.0383567,0.02105658,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2781862,-0.02629407,0.02221331
210,3.26259,21.8453,-28.5364,-107.617,-34.9326,-2.51049,-24.4641,60.547,-10.8513,168.144,17.6616,-70.0057,-63.6867,41.5745,-3.60515,0.949578,210,210.0,0.2940753,0.06178331,-0.01265981,0.07444311,0.02897483,210.0,0.2908228,0.06109999,-0.0125943,0.07369429,0.02865437,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2940753,0.06178331,0.02897483
211,-96.7374,-28.1547,-78.5364,79.8834,-72.4326,-27.5105,28.0359,-14.453,-60.8513,93.1441,-7.33842,49.9943,-126.187,16.5745,-28.6052,0.449578,211,,,,,,,,,,,,,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",,,
212,103.263,71.8453,21.4636,-45.1166,2.56742,22.4895,-6.96409,135.547,39.1487,-56.8559,42.6616,-30.0057,-1.18669,-33.4255,21.3948,-0.550422,212,212.0,0.2835198,-0.01151569,-0.1095307,0.09801499,0.005337758,212.0,0.3126557,-0.0126991,-0.1247754,0.1120763,0.005886292,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2835198,-0.01151569,0.005337758
213,-146.737,46.8453,96.4636,-76.3666,58.8174,9.98951,19.2859,98.047,-85.8513,-94.3559,-19.8384,-50.0057,92.5633,-45.9255,-41.1052,-0.800422,213,213.0,0.2448677,0.01195461,-0.1099771,0.1219317,0.01473283,213.0,0.2807515,0.01370648,-0.1187086,0.1324151,0.01689184,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2448677,0.01195461,0.01473283
214,53.2626,-53.1547,-3.5364,48.6334,-16.1826,-40.0105,-15.7141,-51.953,14.1487,55.6441,30.1616,29.9943,-32.4367,4.07447,8.89485,0.199578,214,214.0,0.2769044,-0.005230833,-0.1018477,0.0966169,0.02492118,214.0,0.2594224,-0.004900592,-0.09713373,0.09223314,0.02334782,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2769044,-0.005230833,0.02492118
215,-46.7374,96.8453,-53.5364,-13.8666,-53.6826,34.9895,-33.2141,-126.953,-35.8513,-19.3559,5.16158,-10.0057,-94.9367,-20.9255,-16.1052,-0.300422,215,215.0,0.2783435,0.06806339,-0.1271595,0.1952229,0.03206303,215.0,0.3020733,0.07386603,-0.1344126,0.2082786,0.03479651,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2783435,0.06806339,0.03206303
216,153.263,-3.15467,46.4636,-138.867,21.3174,-15.0105,1.78591,23.047,64.1487,130.644,-44.8384,69.9943,30.0633,29.0745,33.8948,0.699578,216,216.0,0.3012822,0.08482123,-0.002534452,0.08735568,0.05041623,216.0,0.3033648,0.08540755,-0.007376489,0.09278404,0.05076473,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.3012822,0.08482123,0.05041623
217,228.263,-15.6547,-16.0364,-29.4916,49.4424,-21.2605,-20.0891,-145.703,-98.3513,111.894,23.9116,-20.0057,76.9383,22.8245,2.64485,-0.425422,217,217.0,0.2625503,-0.0693562,-0.1268031,0.05744694,0.006855912,217.0,0.2684789,-0.0709223,-0.1344698,0.06354751,0.007010723,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2625503,-0.0693562,0.006855912
218,28.2626,84.3453,83.9636,95.5084,-25.5576,28.7395,14.9109,4.29701,1.64869,-38.1059,-26.0884,59.9943,-48.0617,-27.1755,-47.3552,0.574578,218,,,,,,,,,,,,,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",,,
219,-71.7374,34.3453,33.9636,33.0084,-63.0576,3.73951,-2.58909,-70.703,-48.3513,186.894,48.9116,19.9943,-110.562,47.8245,27.6448,0.0745777,219,219.0,0.301623,0.03719982,-0.07992295,0.1171228,0.04233125,219.0,0.3260864,0.04021695,-0.08312485,0.1233418,0.04576456,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.301623,0.03719982,0.04233125
220,128.263,-65.6547,-66.0364,-91.9916,11.9424,-46.2605,-37.5891,79.297,51.6487,36.8941,-1.08842,-60.0057,14.4383,-2.17553,-22.3552,-0.925422,220,220.0,0.2545617,-0.1552531,-0.236496,0.08124287,0.0137225,220.0,0.2268766,-0.1383685,-0.2140975,0.07572902,0.0122301,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2545617,-0.1552531,0.0137225
221,-121.737,-90.6547,8.9636,-123.242,68.1924,41.2395,-11.3391,41.797,-73.3513,-0.605881,36.4116,-80.0057,-141.812,-14.6755,15.1448,0.824578,221,,,,,,,,,,,,,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",,,
222,78.2626,9.34533,-91.0364,1.75845,-6.80758,-8.76049,23.6609,-108.203,26.6487,149.394,-13.5884,-0.00565529,-16.8117,35.3245,-34.8552,-0.175422,222,222.0,0.2551448,0.05372665,-0.06714257,0.1208692,0.01820773,222.0,0.2422111,0.05100318,-0.06694386,0.117947,0.01728476,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2551448,0.05372665,0.01820773
223,-21.7374,-40.6547,58.9636,-60.7416,-44.3076,-33.7605,6.16091,116.797,-23.3513,74.3941,-38.5884,-40.0057,-79.3117,10.3245,40.1448,-0.675422,223,223.0,0.2759541,-0.00299015,-0.1292978,0.1263077,0.02470719,223.0,0.2802778,-0.003037,-0.1303024,0.1272654,0.02509431,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2759541,-0.00299015,0.02470719
224,178.263,59.3453,-41.0364,64.2584,30.6924,16.2395,-28.8391,-33.203,76.6487,-75.6059,11.4116,39.9943,45.6883,-39.6755,-9.85515,0.324578,224,224.0,0.2764961,0.05322618,-0.06621936,0.1194455,0.005036998,224.0,0.2815928,0.0542073,-0.07520379,0.1294111,0.005129846,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2764961,0.05322618,0.005036998
225,197.013,-93.7797,-6.6614,29.1022,-74.7763,-35.323,0.692155,-0.390494,-13.9763,144.707,-21.4009,-62.5057,-5.09294,-41.238,-17.6677,-0.456672,225,225.0,0.2504274,-0.06818061,-0.1459609,0.07778032,0.01089586,225.0,0.2271157,-0.06183384,-0.1373568,0.07552299,0.009881589,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2504274,-0.06818061,0.01089586
226,-2.98741,6.22033,93.3386,-95.8978,0.223669,14.677,-34.3078,149.61,86.0237,-5.29338,28.5991,17.4943,-130.093,8.76197,32.3323,0.543328,226,226.0,0.3206788,0.06236546,-0.04824336,0.1106088,0.05084405,226.0,0.3317622,0.06452094,-0.04978015,0.1143011,0.05260134,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.3206788,0.06236546,0.05084405
227,-102.987,-43.7797,43.3386,91.6022,-37.2763,-10.323,18.1922,74.6095,36.0237,-80.2934,3.59908,-22.5057,57.4071,-16.238,7.33235,0.0433277,227,227.0,0.2714629,-0.03766052,-0.08900441,0.0513439,0.0204143,227.0,0.2615802,-0.03628947,-0.08393198,0.04764251,0.01967111,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2714629,-0.03766052,0.0204143
228,97.0126,56.2203,-56.6614,-33.3978,37.7237,39.677,-16.8078,-75.3905,-63.9763,69.7066,-46.4009,57.4943,-67.5929,33.762,-42.6677,-0.956672,228,228.0,0.2615466,0.06626634,-0.1611435,0.2274098,0.03160496,228.0,0.2773358,0.07026675,-0.1792511,0.2495178,0.03351291,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2615466,0.06626634,0.03160496
229,247.013,31.2203,18.3386,-64.6478,-56.0263,27.177,9.44216,-112.89,11.0237,32.2066,-8.90092,37.4943,26.1571,21.262,-5.16765,0.793328,229,229.0,0.2724945,0.06490532,0.003520468,0.06138486,0.005440714,229.0,0.2840473,0.06765707,-0.001998739,0.06965581,0.00567138,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2724945,0.06490532,0.005440714
230,47.0126,-68.7797,-81.6614,60.3522,18.9737,-22.823,-25.5578,37.1095,-88.9763,182.207,41.0991,-42.5057,-98.8429,-28.738,44.8323,-0.206672,230,230.0,0.2881319,-0.006688064,-0.1335627,0.1268746,0.02813422,230.0,0.2617087,-0.006074735,-0.1232508,0.1171761,0.02555417,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2881319,-0.006688064,0.02813422
231,-52.9874,81.2203,68.3386,-2.1478,-18.5263,-47.823,26.9422,-37.8905,61.0237,107.207,16.0991,-82.5057,88.6571,46.262,19.8323,-0.706672,231,231.0,0.2886063,-0.05454208,-0.09402953,0.03948744,0.01143581,231.0,0.3301018,-0.06238408,-0.1066869,0.04430283,0.01308004,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2886063,-0.05454208,0.01143581
232,147.013,-18.7797,-31.6614,-127.148,56.4737,2.17701,-8.05784,112.11,-38.9763,-42.7934,-33.9009,-2.50566,-36.3429,-3.73803,-30.1677,0.293328,232,232.0,0.2637502,0.09103302,-0.04276168,0.1337947,0.03162646,232.0,0.2526897,0.08721551,-0.0477232,0.1349387,0.03030019,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2637502,0.09103302,0.03162646
